,Unnamed: 0,platform,genre,title,score
7942,7942,                                        PlayStation 3,action,Dynasty Warriors 6 Empires,62
7943,7943,                                        PlayStation 4,action,WWE 2K15,62
7944,7944,                                        Switch,action,Raging Justice,62
7945,7945,                                        PC,action,Clusterball,62
7946,7946,                                        PlayStation 2,action,Spider-Man: Friend or Foe,62
7947,7947,                                        Xbox 360,action,Bakugan: Defenders of the Core,62
7948,7948,                                        PC,action,Ion Assault,62
7949,7949,                                        PlayStation 4,action,Color Guardians,62
7950,7950,                                        PlayStation 4,action,Back to Bed,62
7951,7951,                                        PlayStation Vita,action,One Piece: Burning Blood,62
7952,7952,                                        PC,action,Dragon's Lair 3D: Return to the Lair,61
7953,7953,                                        DS,action,WWE SmackDown vs. Raw 2008,61
7954,7954,                                        DS,action,Nickelodeon Danny Phantom: Urban Jungle,61
7955,7955,                                        PC,action,F.E.A.R. Perseus Mandate,61
7956,7956,                                        PlayStation 4,action,99Vidas,61
7957,7957,                                        Xbox 360,action,Blacklight: Tango Down,61
7958,7958,                                        PC,action,Breach (2011),61
7959,7959,                                        PlayStation 3,action,Lost Planet 3,61
7960,7960,                                        PC,action,Conflict: Global Terror,61
7961,7961,                                        iOS,action,Legendary Heroes,61
7962,7962,                                        PC,action,Sym,61
7963,7963,                                        Xbox One,action,Battlefield 4: Naval Strike,61
7964,7964,                                        iOS,action,Boulder Jack,61
7965,7965,                                        PlayStation 4,action,Gunscape,61
7966,7966,                                        Switch,action,Xenoraid,61
7967,7967,                                        Switch,action,Bite the Bullet,61
7968,7968,                                        Switch,action,Gal Metal,61
7969,7969,                                        DS,action,Star Wars Battlefront: Elite Squadron,61
7970,7970,                                        PlayStation,action,007: The World is not Enough,61
7971,7971,                                        Game Boy Advance,action,Pinobee: Wings of Adventure,61
7972,7972,                                        GameCube,action,Taz Wanted,61
7973,7973,                                        GameCube,action,Frogger's Adventures: The Rescue,61
7974,7974,                                        Xbox One,action,Kick & Fennick,61
7975,7975,                                        Wii,action,The Grim Adventures of Billy & Mandy,61
7976,7976,                                        PlayStation 4,action,Naruto to Boruto: Shinobi Striker,61
7977,7977,                                        DS,action,Disney Hannah Montana: Music Jam,61
7978,7978,                                        PlayStation 4,action,World of Warriors,61
7979,7979,                                        PSP,action,Tom Clancy's Ghost Recon Advanced Warfighter 2,61
7980,7980,                                        Xbox One,action,Sixty Second Shooter Prime,61
7981,7981,                                        PlayStation 4,action,WE ARE DOOMED,61
7982,7982,                                        PlayStation 4,action,Tannenberg,61
7983,7983,                                        3DS,action,Rayman 3D,61
7984,7984,                                        Xbox 360,action,Dynasty Warriors 5 Empires,61
7985,7985,                                        PC,action,Sword Art Online: Fatal Bullet,61
7986,7986,                                        Switch,action,Sling Ming,61
7987,7987,                                        Xbox 360,action,Ninety-Nine Nights,61
7988,7988,                                        PlayStation 2,action,Galactic Wrestling: Featuring Ultimate Muscle,61
7989,7989,                                        PlayStation,action,Disney's Aladdin in Nasira's Revenge,61
7990,7990,                                        iOS,action,Ace Combat Xi: Skies of Incursion,61
7991,7991,                                        Xbox One,action,Hunter's Legacy,61
7992,7992,                                        Switch,action,Skully,61
7993,7993,                                        PC,action,Hellbound,61
7994,7994,                                        PlayStation 4,action,Raging Justice,61
7995,7995,                                        Game Boy Advance,action,Rayman: Hoodlum's Revenge,61
7996,7996,                                        iOS,action,Hell Yeah! Pocket Inferno,61
7997,7997,                                        iOS,action,BABEL Rising,61
7998,7998,                                        PC,action,Redux: Dark Matters,61
7999,7999,                                        iOS,action,Muscle Run,61
8000,8000,                                        PlayStation 4,action,Filthy Lucre,61
8001,8001,                                        PlayStation 4,action,Demon's Crystals,61
8002,8002,                                        iOS,action,Noblemen: 1896,61
8003,8003,                                        Xbox One,action,Destiny 2: Warmind,61
8004,8004,                                        PlayStation 4,action,Obey Me,61
8005,8005,                                        Switch,action,Neon City Riders,61
8006,8006,                                        Xbox One,action,Snakeybus,61
8007,8007,                                        PC,action,Flying Red Barrel - The Diary of a Little Aviator,61
8008,8008,                                        Xbox One,action,Double Pug Switch,61
8009,8009,                                        PlayStation 3,action,Captain America: Super Soldier,61
8010,8010,                                        Xbox,action,Shadow Ops: Red Mercury,61
8011,8011,                                        PlayStation 3,action,Acceleration of SUGURI X-Edition,61
8012,8012,                                        Xbox 360,action,Frogger,61
8013,8013,                                        Game Boy Advance,action,Reign of Fire,61
8014,8014,                                        PlayStation,action,Gundam: Battle Assault,61
8015,8015,                                        Xbox,action,Bloody Roar Extreme,61
8016,8016,                                        PlayStation Vita,action,Atomic Ninjas,61
8017,8017,                                        PlayStation 4,action,Ginger: Beyond the Crystal,61
8018,8018,                                        Xbox 360,action,Sonic the Hedgehog 4: Episode II,61
8019,8019,                                        PlayStation 3,action,Sengoku Basara: Samurai Heroes,61
8020,8020,                                        Game Boy Advance,action,Dual Blades,61
8021,8021,                                        Xbox,action,Over the Hedge,61
8022,8022,                                        Wii,action,Bobby Carrot Forever,61
8023,8023,                                        Xbox One,action,Deadbeat Heroes,61
8024,8024,                                        PlayStation 2,action,Scooby-Doo! Unmasked,61
8025,8025,                                        PlayStation 2,action,TMNT,61
8026,8026,                                        PSP,action,Pac-Man World 3,61
8027,8027,                                        GameCube,action,Over the Hedge,61
8028,8028,                                        iOS,action,Trolls vs Vikings,61
8029,8029,                                        iOS,action,The Deer God,61
8030,8030,                                        Xbox 360,action,Dead to Rights: Retribution,61
8031,8031,                                        PlayStation 3,action,Hamsterball,61
8032,8032,                                        GameCube,action,Disney's Tarzan Untamed,61
8033,8033,                                        Xbox,action,Soldier of Fortune II: Double Helix,61
8034,8034,                                        Xbox One,action,Jump Force,61
8035,8035,                                        PSP,action,From Russia With Love,61
8036,8036,                                        PC,action,Fahrenheit: Indigo Prophecy Remastered,61
8037,8037,                                        PlayStation 3,action,Wanted: Weapons of Fate,61
8038,8038,                                        Xbox 360,action,Root Beer Tapper,61
8039,8039,                                        PlayStation 4,action,JoJo's Bizarre Adventure: Eyes of Heaven,61
8040,8040,                                        PC,action,Lost Planet 3,61
8041,8041,                                        DS,action,Disney's Kim Possible: Kimmunicator,61
8042,8042,                                        Xbox 360,action,Aqua,61
8043,8043,                                        PC,action,Sacred Citadel,61
8044,8044,                                        PlayStation 4,action,PaRappa the Rapper Remastered,61
8045,8045,                                        PC,action,Rune: Halls of Valhalla,61
8046,8046,                                        PC,action,G-Force,61
8047,8047,                                        Xbox 360,action,Dance! It's Your Stage,61
8048,8048,                                        PC,action,Emergency 2012,61
8049,8049,                                        PC,action,Chuck's Challenge 3D,61
8050,8050,                                        iOS,action,Hasta la Muerte,61
8051,8051,                                        PC,action,Spate,61
8052,8052,                                        Xbox One,action,Zombie Driver: Ultimate Edition,61
8053,8053,                                        PlayStation Vita,action,The Hungry Horde,61
8054,8054,                                        Xbox One,action,Gryphon Knight Epic,61
8055,8055,                                        PC,action,Fossil Echo,61
8056,8056,                                        PC,action,Earthfall,61
8057,8057,                                        Xbox One,action,Bridge Constructor Stunts,61
8058,8058,                                        PlayStation 4,action,8DAYS,61
8059,8059,                                        PlayStation 4,action,Monkey King: Hero is Back,61
8060,8060,                                        PC,action,Destiny 2: Curse of Osiris,61
8061,8061,                                        PC,action,Vietcong 2,61
8062,8062,                                        iOS,action,Gangstar Vegas,61
8063,8063,                                        PC,action,Far Cry 5: Lost on Mars,61
8064,8064,                                        PSP,action,Death Jr.,61
8065,8065,                                        PlayStation 2,action,Raiden III,61
8066,8066,                                        PlayStation 3,action,Red Faction: Guerrilla - Demons of the Badlands,61
8067,8067,                                        Xbox One,action,Rogue Trooper Redux,61
8068,8068,                                        PC,action,One Must Fall: Battlegrounds,61
8069,8069,                                        GameCube,action,Disney's Donald Duck: Goin' Quackers,61
8070,8070,                                        PlayStation 4,action,J-Stars Victory Vs+,61
8071,8071,                                        PC,action,Shadow Ops: Red Mercury,61
8072,8072,                                        Xbox 360,action,Moon Diver,61
8073,8073,                                        PSP,action,Ghost in the Shell: Stand Alone Complex,61
8074,8074,                                        Xbox 360,action,Star Wars: The Force Unleashed II,61
8075,8075,                                        Xbox,action,GoldenEye: Rogue Agent,61
8076,8076,                                        Xbox 360,action,Transformers: Revenge of the Fallen,61
8077,8077,                                        Xbox 360,action,PowerUp Heroes,61
8078,8078,                                        PlayStation 3,action,Deadpool,61
8079,8079,                                        PlayStation 4,action,Fast Striker,61
8080,8080,                                        PC,action,Boiling Point: Road to Hell,61
8081,8081,                                        Wii,action,Eduardo the Samurai Toaster,61
8082,8082,                                        Xbox 360,action,Invincible Tiger: The Legend of Han Tao,61
8083,8083,                                        iOS,action,Steve Young Football!,61
8084,8084,                                        PC,action,Wings! Remastered Edition,61
8085,8085,                                        PC,action,A City Sleeps,61
8086,8086,                                        PlayStation 4,action,Hatsune Miku VR: Future Live,61
8087,8087,                                        Xbox One,action,Anoxemia,61
8088,8088,                                        Switch,action,Crimsonland,61
8089,8089,                                        Switch,action,One Strike,61
8090,8090,                                        GameCube,action,Fantastic 4,61
8091,8091,                                        PC,action,Dead Island: Riptide,61
8092,8092,                                        PlayStation 3,action,Superfrog HD,61
8093,8093,                                        PlayStation,action,Alien Resurrection,61
8094,8094,                                        Game Boy Advance,action,X-Men: Reign of Apocalypse,61
8095,8095,                                        GameCube,action,The Fairly OddParents Shadow Showdown,61
8096,8096,                                        PC,action,Naruto Shippuden: Ultimate Ninja Storm Revolution,61
8097,8097,                                        Xbox One,action,Cast of the Seven Godsends: Redux,61
8098,8098,                                        PlayStation 4,action,Flockers,61
8099,8099,                                        PlayStation 2,action,Secret Agent Clank,61
8100,8100,                                        Game Boy Advance,action,Batman Begins,61
8101,8101,                                        PC,action,No Man's Sky,61
8102,8102,                                        Xbox,action,Delta Force: Black Hawk Down,61
8103,8103,                                        PlayStation 3,action,Chaos Code,61
8104,8104,                                        PC,action,Lovely Planet,61
8105,8105,                                        Switch,action,Woodle Tree 2: Deluxe,61
8106,8106,                                        Xbox 360,action,James Cameron's Avatar: The Game,61
8107,8107,                                        Xbox 360,action,Metal Slug XX,61
8108,8108,                                        DS,action,Marvel Super Hero Squad,61
8109,8109,                                        PC,action,Razor 2: Hidden Skies,61
8110,8110,                                        PC,action,Mutant Mudds,61
8111,8111,                                        iOS,action,Exiles,61
8112,8112,                                        PC,action,Totally Reliable Delivery Service,61
8113,8113,                                        PC,action,Infernal,61
8114,8114,                                        PlayStation 2,action,X-Men: Next Dimension,61
8115,8115,                                        PlayStation 2,action,Muppets Party Cruise,61
8116,8116,                                        Game Boy Advance,action,Robotech: The Macross Saga,61
8117,8117,                                        PC,action,Windward,61
8118,8118,                                        PC,action,Skully,61
8119,8119,                                        PlayStation 3,action,Zombie Apocalypse,61
8120,8120,                                        DS,action,Star Wars: The Force Unleashed,61
8121,8121,                                        iOS,action,Star Wars: Force Collection,61
8122,8122,                                        Xbox One,action,White Night,61
8123,8123,                                        PlayStation Vita,action,MegaTagmension Blanc + Neptune VS Zombies,61
8124,8124,                                        Switch,action,Ultra Hyperball,61
8125,8125,                                        PC,action,Velvet Assassin,61
8126,8126,                                        Xbox,action,Capcom Fighting Evolution,61
8127,8127,                                        PC,action,Disorder,61
8128,8128,                                        PlayStation 4,action,Asterix & Obelix XXL 2,61
8129,8129,                                        DS,action,Arkanoid DS,61
8130,8130,                                        3DS,action,Dragon Ball Z: Extreme Butoden,61
8131,8131,                                        PlayStation 2,action,Silent Scope 3,61
8132,8132,                                        Xbox One,action,RICO,61
8133,8133,                                        PC,action,Borderlands 3: Designer's Cut,61
8134,8134,                                        PC,action,Zeno Clash II,61
8135,8135,                                        PSP,action,Naruto Shippuden: Ultimate Ninja Heroes 3,61
8136,8136,                                        Xbox 360,action,Super Contra,61
8137,8137,                                        DS,action,Naruto: Ninja Destiny,61
8138,8138,                                        DS,action,Impossible Mission,61
8139,8139,                                        PlayStation Vita,action,StarDrone Extreme,61
8140,8140,                                        iOS,action,Cracking Sands,61
8141,8141,                                        PlayStation Vita,action,Senran Kagura: Bon Appetit!,61
8142,8142,                                        Switch,action,Asterix & Obelix XXL 2,61
8143,8143,                                        PC,action,Sniper Elite V2 Remastered,61
8144,8144,                                        Switch,action,RemiLore: Lost Girl in the Lands of Lore,61
8145,8145,                                        PlayStation 4,action,Schrodinger's Cat and the Raiders of the Lost Quark,61
8146,8146,                                        PSP,action,The King of Fighters Collection: The Orochi Saga,61
8147,8147,                                        DS,action,Spider-Man 2,61
8148,8148,                                        3DS,action,Samurai Warriors Chronicles,61
8149,8149,                                        PlayStation 2,action,Turok: Evolution,61
8150,8150,                                        PC,action,Watchmen: The End Is Nigh,61
8151,8151,                                        Xbox 360,action,Ben 10 Alien Force: Vilgax Attacks,61
8152,8152,                                        Xbox 360,action,Happy Wars,61
8153,8153,                                        PlayStation 4,action,Brawlout,61
8154,8154,                                        Switch,action,Power Rangers: Battle for the Grid,61
8155,8155,                                        PlayStation 4,action,Bouncy Bullets,61
8156,8156,                                        Switch,action,Zoids Wild: Blast Unleashed,61
8157,8157,                                        Xbox One,action,Cobra Kai: The Karate Kid Saga Continues,61
8158,8158,                                        Game Boy Advance,action,Yoshi Topsy-Turvy,60
8159,8159,                                        PlayStation 3,action,Moon Diver,60
8160,8160,                                        iOS,action,Brothers in Arms 3: Sons of War,60
8161,8161,                                        Switch,action,BRAWL,60
8162,8162,                                        Xbox 360,action,Pac-Man and the Ghostly Adventures 2,60
8163,8163,                                        PC,action,Rogue Trooper Redux,60
8164,8164,                                        DS,action,Bakugan Battle Brawlers,60
8165,8165,                                        Game Boy Advance,action,The Powerpuff Girls: Mojo Jojo A-Go-Go,60
8166,8166,                                        GameCube,action,Jimmy Neutron: Jet Fusion,60
8167,8167,                                        Switch,action,Binaries,60
8168,8168,                                        PlayStation 3,action,Dynasty Warriors: Gundam,60
8169,8169,                                        Xbox 360,action,Jurassic: The Hunted,60
8170,8170,                                        GameCube,action,Ratatouille,60
8171,8171,                                        PC,action,Natural Selection 2: Combat,60
8172,8172,                                        Xbox 360,action,Legend of the Guardians: The Owls of Ga'Hoole,60
8173,8173,                                        GameCube,action,Rave Master,60
8174,8174,                                        Xbox 360,action,JAM Live Music Arcade,60
8175,8175,                                        PlayStation 4,action,Touhou Double Focus,60
8176,8176,                                        PC,action,Fight Crab,60
8177,8177,                                        Xbox 360,action,Crash: Mind Over Mutant,60
8178,8178,                                        Xbox 360,action,Captain America: Super Soldier,60
8179,8179,                                        PC,action,KAO the Kangaroo (2000),60
8180,8180,                                        PC,action,Adventure Pinball: Forgotten Island,60
8181,8181,                                        Dreamcast,action,Zombie Revenge,60
8182,8182,                                        GameCube,action,Frogger Beyond,60
8183,8183,                                        PlayStation 2,action,GoldenEye: Rogue Agent,60
8184,8184,                                        Xbox One,action,The Peanuts Movie: Snoopy's Grand Adventure,60
8185,8185,                                        PlayStation 3,action,James Cameron's Avatar: The Game,60
8186,8186,                                        Wii,action,Helix,60
8187,8187,                                        3DS,action,Cooking Mama 5: Bon Appetit!,60
8188,8188,                                        PlayStation Vita,action,Back to Bed,60
8189,8189,                                        GameCube,action,GoldenEye: Rogue Agent,60
8190,8190,                                        PlayStation 3,action,AC/DC Live: Rock Band Track Pack,60
8191,8191,                                        Xbox 360,action,Defiance,60
8192,8192,                                        Game Boy Advance,action,Star X,60
8193,8193,                                        Xbox,action,Conflict: Vietnam,60
8194,8194,                                        DS,action,Guilty Gear Dust Strikers,60
8195,8195,                                        PlayStation 3,action,The Shoot,60
8196,8196,                                        Switch,action,Skelattack,60
8197,8197,                                        DS,action,Wario: Master of Disguise,60
8198,8198,                                        Wii,action,Nicktoons: Attack of the Toybots,60
8199,8199,                                        Xbox 360,action,Bakugan Battle Brawlers,60
8200,8200,                                        PlayStation 3,action,Dead to Rights: Retribution,60
8201,8201,                                        PlayStation 2,action,The Incredibles: Rise of the Underminer,60
8202,8202,                                        Game Boy Advance,action,Digimon Battle Spirit,60
8203,8203,                                        Switch,action,Payday 2,60
8204,8204,                                        PC,action,A Fistful of Gun,60
8205,8205,                                        PC,action,Firefall,60
8206,8206,                                        Xbox 360,action,Sonic Unleashed,60
8207,8207,                                        Game Boy Advance,action,Star Wars: The New Droid Army,60
8208,8208,                                        DS,action,Steal Princess,60
8209,8209,                                        Xbox 360,action,All Zombies Must Die!,60
8210,8210,                                        Switch,action,SNK Heroines: Tag Team Frenzy,60
8211,8211,                                        PlayStation 3,action,Zack Zero,60
8212,8212,                                        PlayStation 2,action,Ninja Assault,60
8213,8213,                                        PlayStation 2,action,The Fairly OddParents! Breakin' Da Rules,60
8214,8214,                                        PC,action,Space Ace HD,60
8215,8215,                                        DS,action,Guitar Rock Tour,60
8216,8216,                                        DS,action,MySims Agents,60
8217,8217,                                        PSP,action,Astro Boy: The Video Game,60
8218,8218,                                        iOS,action,Sonic the Hedgehog 2,60
8219,8219,                                        iOS,action,AlienCab,60
8220,8220,                                        Game Boy Advance,action,Medabots AX: Metabee Ver.,60
8221,8221,                                        iOS,action,Zombie Wonderland,60
8222,8222,                                        iOS,action,Golden Axe III,60
8223,8223,                                        Xbox 360,action,Leedmees,60
8224,8224,                                        iOS,action,Hungribles,60
8225,8225,                                        iOS,action,Treemaker,60
8226,8226,                                        iOS,action,Judge Dredd vs. Zombies,60
8227,8227,                                        iOS,action,Ice Rage,60
8228,8228,                                        iOS,action,Violet Storm,60
8229,8229,                                        iOS,action,The Naked Gun: I.C.U.P.,60
8230,8230,                                        iOS,action,Crash Birds Islands,60
8231,8231,                                        Xbox 360,action,Sonic Adventure 2,60
8232,8232,                                        iOS,action,Gravity.Duck,60
8233,8233,                                        iOS,action,Fist Face Fight,60
8234,8234,                                        PC,action,Constant C,60
8235,8235,                                        PC,action,Metro: Last Light - Faction Pack,60
8236,8236,                                        iOS,action,KAVINSKY,60
8237,8237,                                        iOS,action,Blitz Block Robo,60
8238,8238,                                        iOS,action,Faif,60
8239,8239,                                        PlayStation Vita,action,Tiny Troopers: Joint Ops,60
8240,8240,                                        Xbox One,action,Gunscape,60
8241,8241,                                        iOS,action,8bit Doves,60
8242,8242,                                        Wii U,action,Beatbuddy: Tale of the Guardians,60
8243,8243,                                        iOS,action,Area 777,60
8244,8244,                                        Wii U,action,Midnight,60
8245,8245,                                        iOS,action,Breakneck,60
8246,8246,                                        iOS,action,Sonic Dash 2: Sonic Boom,60
8247,8247,                                        iOS,action,Aralon: Forge and Flame,60
8248,8248,                                        PlayStation 4,action,101 Ways to Die,60
8249,8249,                                        PlayStation 4,action,My Night Job,60
8250,8250,                                        PlayStation 4,action,Just Sing,60
8251,8251,                                        Xbox One,action,Skylar & Plux: Adventure on Clover Island,60
8252,8252,                                        Switch,action,Rogue Trooper Redux,60
8253,8253,                                        PlayStation 4,action,Anoxemia,60
8254,8254,                                        PC,action,Front Defense,60
8255,8255,                                        PC,action,Skeleton Boomerang,60
8256,8256,                                        Switch,action,Nihilumbra,60
8257,8257,                                        Switch,action,Invisiballs,60
8258,8258,                                        Switch,action,Shio,60
8259,8259,                                        PC,action,Uppers,60
8260,8260,                                        Switch,action,Turok 2: Seeds of Evil Remaster,60
8261,8261,                                        PlayStation 4,action,Last Labyrinth,60
8262,8262,                                        Switch,action,Actual Sunlight,60
8263,8263,                                        Xbox One,action,Hyper Scape,60
8264,8264,                                        Switch,action,Double Pug Switch,60
8265,8265,                                        Wii,action,James Cameron's Avatar: The Game,60
8266,8266,                                        Wii,action,The Legend of Spyro: The Eternal Night,60
8267,8267,                                        PC,action,Shrek the Third,60
8268,8268,                                        DS,action,EA Playground,60
8269,8269,                                        PlayStation 4,action,EVE: Gunjack,60
8270,8270,                                        Xbox,action,Special Forces: Nemesis Strike,60
8271,8271,                                        PlayStation 4,action,KickBeat: Special Edition,60
8272,8272,                                        Switch,action,I and Me,60
8273,8273,                                        Xbox One,action,Crackdown 3,60
8274,8274,                                        Game Boy Advance,action,"Crouching Tiger, Hidden Dragon",60
8275,8275,                                        Game Boy Advance,action,Spyro Orange: The Cortex Conspiracy,60
8276,8276,                                        Xbox 360,action,WarTech: Senko no Ronde,60
8277,8277,                                        Switch,action,Brawlout,60
8278,8278,                                        PlayStation 3,action,Enemy Territory: Quake Wars,60
8279,8279,                                        PlayStation 2,action,Disney's Chicken Little,60
8280,8280,                                        PlayStation 3,action,Fist of the North Star: Ken's Rage,60
8281,8281,                                        iOS,action,Mutant Roadkill,60
8282,8282,                                        PlayStation 3,action,God Mode,60
8283,8283,                                        PlayStation 4,action,Disintegration,60
8284,8284,                                        Xbox 360,action,Warface,60
8285,8285,                                        Switch,action,Riverbond,60
8286,8286,                                        Xbox 360,action,Spider-Man: Friend or Foe,60
8287,8287,                                        PC,action,Flat Kingdom,60
8288,8288,                                        PlayStation 4,action,RETSNOM,60
8289,8289,                                        DS,action,Charlotte's Web,60
8290,8290,                                        Wii,action,Pallurikio,60
8291,8291,                                        PlayStation 4,action,SNK Heroines: Tag Team Frenzy,60
8292,8292,                                        Xbox 360,action,Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,60
8293,8293,                                        Xbox 360,action,Dynasty Warriors 6,60
8294,8294,                                        iOS,action,Shrek Forever After: The Game,60
8295,8295,                                        Wii,action,Adventure Island: The Beginning,60
8296,8296,                                        PlayStation 2,action,Urban Reign,60
8297,8297,                                        3DS,action,Pac-Man and the Ghostly Adventures 2,60
8298,8298,                                        Xbox One,action,Naruto to Boruto: Shinobi Striker,60
8299,8299,                                        Wii,action,Pirates PlundArrr,60
8300,8300,                                        3DS,action,Pac-Man & Galaga Dimensions,60
8301,8301,                                        Wii,action,TMNT,60
8302,8302,                                        Switch,action,Warriors Orochi 4,60
8303,8303,                                        PC,action,BlackSite: Area 51,60
8304,8304,                                        DS,action,"Go, Diego, Go!: Safari Rescue",60
8305,8305,                                        Wii U,action,SiNG Party,60
8306,8306,                                        Xbox 360,action,Karateka,60
8307,8307,                                        PlayStation 4,action,Deadpool,60
8308,8308,                                        Switch,action,Zombie Driver: Immortal Edition,60
8309,8309,                                        PlayStation Vita,action,Resistance: Burning Skies,60
8310,8310,                                        Xbox,action,Cold War,60
8311,8311,                                        Xbox One,action,One Piece: Burning Blood,60
8312,8312,                                        GameCube,action,Gauntlet: Dark Legacy,60
8313,8313,                                        PlayStation 2,action,Spyro: A Hero's Tail,60
8314,8314,                                        PlayStation 3,action,DanceDanceRevolution,60
8315,8315,                                        Dreamcast,action,Army Men: Sarge's Heroes,60
8316,8316,                                        PSP,action,Naruto Shippuden: Legends: Akatsuki Rising,60
8317,8317,                                        PlayStation 3,action,Time Crisis 4,60
8318,8318,                                        PC,action,Decay: The Mare,60
8319,8319,                                        DS,action,Scooby-Doo! Unmasked,60
8320,8320,                                        PSP,action,X-Men Origins: Wolverine,60
8321,8321,                                        PlayStation 3,action,Dragon Ball: Raging Blast 2,60
8322,8322,                                        PC,action,Jump Force,60
8323,8323,                                        PC,action,Terminator: Resistance,60
8324,8324,                                        PlayStation 3,action,Spider-Man 3,60
8325,8325,                                        PSP,action,Tom Clancy's Rainbow Six Vegas,60
8326,8326,                                        PSP,action,Ben 10: Protector of Earth,60
8327,8327,                                        Xbox 360,action,Chaotic: Shadow Warriors,60
8328,8328,                                        DS,action,How to Train Your Dragon,60
8329,8329,                                        Game Boy Advance,action,Naruto: Ninja Council,60
8330,8330,                                        Game Boy Advance,action,Disney's The Jungle Book,60
8331,8331,                                        Xbox 360,action,MicroBot,60
8332,8332,                                        PlayStation 3,action,Final Exam,60
8333,8333,                                        PlayStation 4,action,De-formers,60
8334,8334,                                        Switch,action,Cubicity,60
8335,8335,                                        DS,action,Mister Slime,59
8336,8336,                                        PlayStation 4,action,Separation,59
8337,8337,                                        PlayStation 3,action,Pac-Man and the Ghostly Adventures 2,59
8338,8338,                                        PlayStation 4,action,Narcos: Rise of the Cartels,59
8339,8339,                                        PC,action,Ethan: Meteor Hunter,59
8340,8340,                                        PC,action,The Sun at Night,59
8341,8341,                                        PlayStation 4,action,One Upon Light,59
8342,8342,                                        PlayStation 2,action,Finny the Fish & the Seven Waters,59
8343,8343,                                        GameCube,action,Samurai Jack: The Shadow of Aku,59
8344,8344,                                        Xbox One,action,Crysis Remastered,59
8345,8345,                                        3DS,action,Chibi-Robo! Zip Lash,59
8346,8346,                                        PC,action,Star Wars: The Force Unleashed II,59
8347,8347,                                        Xbox 360,action,Dark Void,59
8348,8348,                                        PlayStation 3,action,Disney Epic Mickey 2: The Power of Two,59
8349,8349,                                        PC,action,Sniper: Ghost Warrior 3,59
8350,8350,                                        PC,action,Total War Battles: SHOGUN,59
8351,8351,                                        Xbox One,action,Feist,59
8352,8352,                                        PlayStation 4,action,Immortal Legacy: The Jade Cipher,59
8353,8353,                                        GameCube,action,Winnie the Pooh's Rumbly Tumbly Adventure,59
8354,8354,                                        PlayStation 2,action,Mobile Light Force 2,59
8355,8355,                                        PSP,action,Xiaolin Showdown,59
8356,8356,                                        3DS,action,Crash City Mayhem,59
8357,8357,                                        iOS,action,Six-Guns,59
8358,8358,                                        PC,action,Bionicle Heroes,59
8359,8359,                                        PlayStation 4,action,Saint Seiya: Soldiers' Soul,59
8360,8360,                                        PlayStation 2,action,Soldier of Fortune: Gold Edition,59
8361,8361,                                        PlayStation 2,action,Samurai Jack: The Shadow of Aku,59
8362,8362,                                        Game Boy Advance,action,Stuart Little 2,59
8363,8363,                                        GameCube,action,Legends of Wrestling II,59
8364,8364,                                        Game Boy Advance,action,Frogger's Journey: The Forgotten Relic,59
8365,8365,                                        Wii,action,WWE SmackDown vs. Raw 2008,59
8366,8366,                                        iOS,action,Farm Frenzy 2,59
8367,8367,                                        Wii,action,Kyotokei,59
8368,8368,                                        Xbox 360,action,Angry Birds Star Wars,59
8369,8369,                                        PC,action,Not The Robots,59
8370,8370,                                        PSP,action,Platypus,59
8371,8371,                                        PC,action,Lucidity,59
8372,8372,                                        PC,action,James Cameron's Avatar: The Game,59
8373,8373,                                        PlayStation 4,action,The Peanuts Movie: Snoopy's Grand Adventure,59
8374,8374,                                        Switch,action,Sisters Royale: Five Sisters Under Fire,59
8375,8375,                                        PC,action,Aaru's Awakening,59
8376,8376,                                        PlayStation 3,action,Splatterhouse,59
8377,8377,                                        PC,action,007: NightFire,59
8378,8378,                                        PlayStation 2,action,Legends of Wrestling II,59
8379,8379,                                        PC,action,The Lord of the Rings: The Fellowship of the Ring,59
8380,8380,                                        PlayStation 2,action,Futurama,59
8381,8381,                                        PlayStation 2,action,Frogger's Adventures: The Rescue,59
8382,8382,                                        GameCube,action,Tom Clancy's Ghost Recon,59
8383,8383,                                        iOS,action,After Burner Climax,59
8384,8384,                                        Xbox One,action,Zombie Vikings,59
8385,8385,                                        PlayStation 4,action,Mortal Blitz,59
8386,8386,                                        PlayStation 4,action,Contrast,59
8387,8387,                                        PlayStation 4,action,Rogue Trooper Redux,59
8388,8388,                                        iOS,action,Flick Champions World Edition,59
8389,8389,                                        PC,action,Dokuro,59
8390,8390,                                        iOS,action,Seashine,59
8391,8391,                                        Wii U,action,Infinity Runner,59
8392,8392,                                        Xbox One,action,Defenders of Ekron: Definitive Edition,59
8393,8393,                                        Switch,action,Struggling,59
8394,8394,                                        Xbox 360,action,Dynasty Warriors 6 Empires,59
8395,8395,                                        PlayStation 3,action,Dust 514,59
8396,8396,                                        PlayStation 4,action,Loadout,59
8397,8397,                                        DS,action,Space Chimps,59
8398,8398,                                        Xbox One,action,The Deer God,59
8399,8399,                                        PlayStation 4,action,Override: Mech City Brawl,59
8400,8400,                                        PSP,action,Naruto Shippuden: Ultimate Ninja Impact,59
8401,8401,                                        Game Boy Advance,action,Disney's Aladdin,59
8402,8402,                                        GameCube,action,Open Season,59
8403,8403,                                        PlayStation 4,action,Rain World,59
8404,8404,                                        PC,action,Postal 2: Share the Pain,59
