platform,genre,title,score
PC,Sports,NBA Full Court Press Review,5.3
PC,Sports,NHL 97 Review,8.7
PC,Sports,Solid Ice Review,4
PC,Sports,Trophy Bass 2 Review,6
PC,Sports,ABC Monday Night Football Review,7
PC,Sports,NFL Quarterback Club '97 Review,5.1
PC,Sports,Madden NFL 97 Review,6.4
PC,Sports,Striker 96 Review,7.4
PC,Sports,Front Page Sports: Baseball Pro '96 Season Review,7.5
PC,Sports,NHL Powerplay '96 Review,8.1
PC,Sports,Total Knockout Review,4.1
PC,Sports,NHL '96 Review,7.9
PC,Sports,Triple Play 97 Review,9
PC,Sports,Links LS Review,8.2
PC,Sports,Bruce Jenner's World Class Decathlon Review,4.4
PC,Sports,Frank Thomas Big Hurt Baseball Review,6
PC,Sports,Tony La Russa Baseball 3: 1996 Edition Review,8.2
PC,Sports,Unnecessary Roughness '96 Review,7.4
PC,Sports,Virtual Snooker Review,7.2
PC,Sports,VR Soccer Review,6.9
PC,Sports,Links 386 CD Review,7.5
PC,Sports,College Slam Review,6.2
PC,Sports,FIFA Soccer 96 Review,9
PC,Sports,Football Pro '96 Review,8.1
PC,Sports,Greg Norman Ultimate Challenge Golf Review,7.1
PC,Sports,Hardball 5 Review,8.4
PC,Sports,Microsoft Golf Review,8
PC,Sports,NBA Live 96 Review,8.6
PC,Sports,PBA Bowling Review,6.2
PC,Strategy,Pendragon Review – Endless Legends,6
PC,Strategy,Star Renegades Review – The Heat Of The Moment,8
PC,Strategy,Crusader Kings 3 Review – Pass the Duchy,8
PC,Strategy,A Total War Saga: Troy Review - My Kingdom For A Centaur,7
PC,Strategy,Desperados 3 Review - Revolvers And Redos,9
PC,Strategy,Gears Tactics Review,8
PC,Strategy,XCOM: Chimera Squad Review,8
PC,Strategy,Corruption 2029 Review,6
PC,Strategy,Dota Underlords Review,9
PC,Strategy,Through The Darkest Of Times Review - Enemy Inside The Gates,8
PC,Strategy,Unity Of Command 2 Review - Lifetime Supply,8
PC,Strategy,Phoenix Point Review - The Life Aquatic,8
PC,Strategy,Planet Zoo Review - Spreadsheet Safari,7
PC,Strategy,John Wick Hex Review - Tick Tock Wick,8
PC,Strategy,Overland Review - Road Trip From Hell,8
PC,Strategy,Dicey Dungeons Review,7
PC,Strategy,Age Of Wonders: Planetfall Review,7
PC,Strategy,Mutant Year Zero: Road to Eden Review - Nintendo Switch And Seeds Of Evil Update,9
PC,Strategy,They Are Billions Review - Everyone's Invited,8
PC,Strategy,Mordhau Review - Medieval Times,8
PC,Strategy,Imperator: Rome Review,5
PC,Strategy,Total War: Three Kingdoms Review - The New Romantics,8
PC,Strategy,Anno 1800 Review - The Prettiest Spreadsheet,7
PC,Strategy,Pathway Review - Pulp Friction,6
PC,Strategy,Weedcraft Inc Review - I Got 5 On It,5
PC,Strategy,Tropico 6 Review - World Stage,8
PC,Strategy,Civilization 6: Gathering Storm Review - Weather The Storm,9
PC,Strategy,Jon Shafer's At The Gates Review - Fertile Soil,7
PC,Strategy,Cities: Skylines - Industries Review - The Up And Up,7
PC,Strategy,Cities: Skylines Review - In The Zone,8
PC,Strategy,Star Control: Origins Review - Space Oddity,6
PC,Strategy,Frozen Synapse 2 Review - Cool-Headed,8
PC,Strategy,Valkyria Chronicles 4 Review - Soar High,8
PC,Strategy,Two Point Hospital Review - Laughter Is The Best Medicine,8
PC,Strategy,Into The Breach Review: A Mechanized Masterpiece,9
PC,Strategy,Phantom Doctrine Review: Tactical Espionage Action,9
PC,Strategy,The Banner Saga 3 Review,8
PC,Strategy,Jurassic World Evolution Review: Life Finds A Way,7
PC,Strategy,Battletech Review: A Tactical PC Game That Will Mech Your Day,8
PC,Strategy,"Total War Saga: Thrones Of Britannia Review - Rule, Britannia",8
PC,Strategy,Surviving Mars Review: Building The Final Frontier,8
PC,Strategy,Pit People Review,7
PC,Strategy,Age Of Empires: Definitive Edition Review: Antique Revival,6
PC,Strategy,Attack Of The Earthlings Review: The Tables Have Turned,7
PC,Strategy,Civilization 6: Rise And Fall Review: A New Era,8
PC,Strategy,Spellforce 3 Review,7
PC,Strategy,Tiny Metal Review,7
PC,Strategy,Total War: Warhammer 2 Review,9
PC,Strategy,Tooth And Tail Review,8
PC,Strategy,XCOM 2: War Of The Chosen Review,9
PC,Strategy,Gigantic Review,8
PC,Strategy,Cities: Skylines - Mass Transit Review,8
PC,Strategy,Steel Division: Normandy '44 Review,8
PC,Strategy,Endless Space 2 Review,8
PC,Strategy,"Warhammer 40,000: Dawn Of War III Review",8
PC,Strategy,"Warhammer 40,000: Sanctus Reach Review",4
PC,Strategy,Beholder Review,5
PC,Strategy,Urban Empire Review,6
PC,Strategy,Shadow Tactics: Blades of the Shogun Review,8
PC,Strategy,Cities: Skylines - Natural Disasters Review,7
PC,Strategy,Planet Coaster Review,9
PC,Strategy,Civilization 6 Review,9
PC,Strategy,XCOM 2 Review,9
PC,Strategy,Worms W.M.D. Review,8
PC,Strategy,Master of Orion Review,7
PC,Strategy,Space Run Galaxy Review,8
PC,Strategy,Duskers Review,8
PC,Strategy,Hearts of Iron 4 Review,8
PC,Strategy,Duelyst Review,8
PC,Strategy,Hitman Go VR Review,6
PC,Strategy,Total War: Warhammer Review,9
PC,Strategy,Stellaris Review,7
PC,Strategy,Tastee: Lethal Tactics Review,7
PC,Strategy,Offworld Trading Company Review,9
PC,Strategy,Ashes of the Singularity Review,4
PC,Strategy,The Banner Saga 2 Review,8
PC,Strategy,Galactic Civilizations III: Mercenaries Review,4
PC,Strategy,Cities: Skylines Snowfall Review,7
PC,Strategy,Hard West Review,7
PC,Strategy,Homeworld: Deserts of Kharak Review,9
PC,Strategy,Skyshine's Bedlam Review,6
PC,Strategy,Anno 2205 Review,5
PC,Strategy,Starcraft 2: Legacy of the Void Review,8
PC,Strategy,Prison Architect Review,7
PC,Strategy,Grand Ages: Medieval Review,5
PC,Strategy,Sid Meier's Civilization: Beyond Earth - Rising Tide Review,9
PC,Strategy,Cities: Skylines After Dark Review,8
PC,Strategy,Act of Aggression Review,7
PC,Strategy,Satellite Reign Review,6
PC,Strategy,Sorcerer King Review,8
PC,Strategy,Legends of Eisenwald Review,7
PC,Strategy,Ronin Review,7
PC,Strategy,The Masterplan Review,5
PC,Strategy,Heroes of the Storm Review,9
PC,Strategy,Massive Chalice Review,6
PC,Strategy,Shadowrun Chronicles: Boston Lockdown Review,3
PC,Strategy,Interloper Review,8
PC,Strategy,Galactic Civilizations III Review,8
PC,Strategy,"Invisible, Inc. Review",7
PC,Strategy,StarDrive 2 Review,6
PC,Strategy,Age of Wonders III: Eternal Lords Review,8
PC,Strategy,Dungeons 2 Review,6
PC,Strategy,Infinite Crisis Review,6
PC,Strategy,Worlds of Magic Review,2
PC,Strategy,Sid Meier's Starships Review,4
PC,Strategy,Deathtrap Review,7
PC,Strategy,There Came An Echo Review,4
PC,Strategy,Heroes of Might & Magic III - HD Edition Review,6
PC,Strategy,Total War: Attila Review,7
PC,Strategy,Grey Goo Review,8
PC,Strategy,Blackguards 2 Review,8
PC,Strategy,Tropico 5: Waterborne Review,5
PC,Strategy,Defenders of Time Review,7
PC,Strategy,Space Hulk: Ascension Edition Review,7
PC,Strategy,This War of Mine Review,8
PC,Strategy,Dungeon of the Endless Review,7
PC,Strategy,Planetary Annihilation Review,7
PC,Strategy,Civilization: Beyond Earth Review,7
PC,Strategy,Falling Skies: The Game Review,4
PC,Strategy,Endless Legend Review,8
PC,Strategy,Stronghold Crusader 2 Review,6
PC,Strategy,Spacecom Review,5
PC,Strategy,Cannon Brawl Review,6
PC,Strategy,Halfway Review,7
PC,Strategy,King's Bounty: Dark Side Review,8
PC,Strategy,Xenonauts Review,8
PC,Strategy,Anomaly Defenders Review,5
PC,Strategy,Hegemony Rome: The Rise of Caesar Review,5
PC,Strategy,Space Run Review,8
PC,Strategy,Tropico 5 Review,8
PC,Strategy,Warlock 2 Review,7
PC,Strategy,SimCity Updated Review,5
PC,Strategy,Age of Wonders III Review,7
PC,Strategy,Smite Review,8
PC,Strategy,Dragons and Titans Review,3
PC,Strategy,Infested Planet Review,8
PC,Strategy,Banished Review,8
PC,Strategy,Horizon Review,6
PC,Strategy,Might & Magic X: Legacy Review,6
PC,Strategy,Pandora: First Contact Review,4
PC,Strategy,Blackguards Review,7
PC,Strategy,Frozen Hearth Review,3
PC,Strategy,The Banner Saga Review,7
PC,Strategy,SimCity: Cities of Tomorrow Review,5
PC,Strategy,SimCity Review: A Real Mayor's Perspective Review,4
PC,Strategy,XCOM: Enemy Within Review,8
PC,Strategy,League of Legends Review,9
PC,Strategy,Prime World Review,6
PC,Strategy,Rise of Venice Review,7
PC,Strategy,Total War: Rome II Review,8
PC,Strategy,Space Hulk Review,6
PC,Strategy,Europa Universalis IV Review,9
PC,Strategy,Dota 2 Review,9
PC,Strategy,Civilization V: Brave New World Review,9.5
PC,Strategy,Wargame: AirLand Battle Review,8
PC,Strategy,Company of Heroes 2 Review,7.5
PC,Strategy,7 Grand Steps Review,7
PC,Strategy,Reus Review,8
PC,Strategy,Fallen Enchantress: Legendary Heroes Review,8
PC,Strategy,Might & Magic Heroes VI - Shades of Darkness Review,6
PC,Strategy,Anomaly 2 Review,8
PC,Strategy,Eador: Masters of the Broken World Review,4
PC,Strategy,StarDrive Review,6
PC,Strategy,Leviathan: Warships Review,6.5
PC,Strategy,Battle for Graxia Review,7.5
PC,Strategy,Age of Empires II HD Edition Review,5.5
PC,Strategy,StarCraft II: Heart of the Swarm Review,8
PC,Strategy,SimCity Review,5
PC,Strategy,March of the Eagles Review,7
PC,Strategy,Impire Review,4.5
PC,Strategy,Omerta: City of Gangsters Review,4
PC,Strategy,XCOM: Enemy Unknown - Slingshot Review,6
PC,Strategy,Fallen Enchantress Review,7.5
PC,Strategy,XCOM: Enemy Unknown Review,8.5
PC,Strategy,Hero Academy Review,8.5
PC,Strategy,Tryst Review,4.5
PC,Strategy,Shad'O Review,7
PC,Strategy,Legends of Pegasus Review,4
PC,Strategy,Rigonauts Review,6
PC,Strategy,Awesomenauts Review,8
PC,Strategy,The Political Machine 2012 Review,6
PC,Strategy,Orcs Must Die! 2 Review,8
PC,Strategy,Fray Review,4
PC,Strategy,Endless Space Review,8
PC,Strategy,Sins of a Solar Empire: Rebellion Review,8.5
PC,Strategy,Sid Meier's Civilization V: Gods & Kings Review,9
PC,Strategy,World of Battles: Morningstar Review,7.5
PC,Strategy,Iron Front: Liberation 1944 Review,2
PC,Strategy,Warlock: Master of the Arcane Review,7.5
PC,Strategy,Port Royale 3: Pirates and Merchants Review,5
PC,Strategy,Men of War: Condemned Heroes Review,5
PC,Strategy,Naval War: Arctic Circle Review,6
PC,Strategy,Confrontation Review,5
PC,Strategy,Tropico 4: Modern Times Review,5.5
PC,Strategy,Total War: Shogun 2 - Fall of the Samurai Review,8.5
PC,Strategy,Starpoint Gemini Review,4.5
PC,Strategy,Jagged Alliance: Back in Action Review,5.5
PC,Strategy,Wargame: European Escalation Review,8.5
PC,Strategy,Crusader Kings II Review,8
PC,Strategy,King Arthur II: The Role-Playing Wargame Review,5.5
PC,Strategy,Oil Rush Review,6
PC,Strategy,Unstoppable Gorg Review,7.5
PC,Strategy,Grotesque Tactics 2: Dungeons & Donuts Review,3
PC,Strategy,Anno 2070 Review,8.5
PC,Strategy,Sword of the Stars II: Lords of Winter Review,3
PC,Strategy,Might & Magic Heroes VI Review,8
PC,Strategy,Frayed Knights: The Skull of S'makh-Daon Review,6
PC,Strategy,Stronghold 3 Review,4.5
PC,Strategy,Cities XL 2012 Review,6
PC,Strategy,A Game of Thrones: Genesis Review,5
PC,Strategy,Orcs Must Die! Review,7.5
PC,Strategy,Men of War: Vietnam Review,5.5
PC,Strategy,Tropico 4 Review,7
PC,Strategy,Age of Empires Online Review,6.5
PC,Strategy,Achron Review,6
PC,Strategy,King Arthur: Fallen Champions Review,7.5
PC,Strategy,From Dust Review,7.5
PC,Strategy,Frozen Synapse Review,8.5
PC,Strategy,Pirates of Black Cove Review,3.5
PC,Strategy,Panzer Corps Review,8
PC,Strategy,Storm: Frontline Nation Review,7
PC,Strategy,Men of War: Assault Squad Review,8
PC,Strategy,Anomaly: Warzone Earth Review,8.5
PC,Strategy,Shogun 2: Total War Review,9
PC,Strategy,"Warhammer 40,000: Dawn of War II - Retribution Review",8.5
PC,Strategy,Dungeons Review,5
PC,Strategy,Majesty 2: Monster Kingdom Review,7
PC,Strategy,Majesty 2: Battles of Ardania Review,4.5
PC,Strategy,Lionheart: Kings' Crusade Review,7.5
PC,Strategy,Patrician IV Review,6
PC,Strategy,Sid Meier's Civilization V Review,9
PC,Strategy,King's Bounty: Crossworlds Review,8
PC,Strategy,R.U.S.E. Review,7
PC,Strategy,Elemental: War of Magic Review,4
PC,Strategy,Worms Reloaded Review,8
PC,Strategy,Victoria II Review,7.5
PC,Strategy,Commander: Conquest of the Americas Review,6.5
PC,Strategy,Disciples III: Renaissance Review,5.5
PC,Strategy,Starcraft II: Wings of Liberty Review,9.5
PC,Strategy,Making History II: The War of the World Review,4
PC,Strategy,Tropico 3: Absolute Power Review,8
PC,Strategy,Majesty 2: Kingmaker Review,6
PC,Strategy,The Settlers 7: Paths to a Kingdom Review,7.5
PC,Strategy,"Warhammer 40,000: Dawn of War II - Chaos Rising Review",8.5
PC,Strategy,Command & Conquer 4: Tiberian Twilight Review,7
PC,Strategy,Napoleon: Total War Review,8.5
PC,Strategy,Supreme Commander 2 Review,8
PC,Strategy,Hotel Giant 2 Review,6
PC,Strategy,King's Bounty: Armored Princess Review,8
PC,Strategy,Europa Universalis III: Heir to the Throne Review,8.5
PC,Strategy,For the Glory Review,7.5
PC,Strategy,King Arthur - The Role-playing Wargame Review,7
PC,Strategy,WorldShift Review,6.5
PC,Strategy,League of Legends - Retail Launch Review,6
PC,Strategy,Tropico 3 Review,8
PC,Strategy,Cities XL Review,6
PC,Strategy,Order of War Review,7
PC,Strategy,Majesty 2: The Fantasy Kingdom Sim Review,6.5
PC,Strategy,Officers Review,5.5
PC,Strategy,Hearts of Iron III Review,8.5
PC,Strategy,Dawn of Discovery Review,8.5
PC,Strategy,Hinterland: Orc Lords Review,7
PC,Strategy,Spore Galactic Adventures Review,8
PC,Strategy,Battlestations: Pacific Review,8
PC,Strategy,Helldorado Review,4.5
PC,Strategy,Plants vs. Zombies Review,8.5
PC,Strategy,Stalin vs. Martians Review,1.5
PC,Strategy,Company of Heroes: Tales of Valor Review,6
PC,Strategy,Elven Legacy Review,7.5
PC,Strategy,Demigod Review,6.5
PC,Strategy,World in Conflict: Soviet Assault Review,4.5
PC,Strategy,Grand Ages: Rome Review,5.5
PC,Strategy,BattleForge Review,8
PC,Strategy,Stormrise Review,2
PC,Strategy,Men of War Review,7.5
PC,Strategy,Codename Panzers: Cold War Review,5.5
PC,Strategy,Red Alert 3 Uprising Review,5
PC,Strategy,Empire: Total War Review,8.5
PC,Strategy,Tom Clancy's EndWar Review,6
PC,Strategy,"Warhammer 40,000: Dawn of War II Review",8.5
PC,Strategy,King's Bounty: The Legend Review,8
PC,Strategy,The Golden Horde Review,6
PC,Strategy,Command & Conquer: Red Alert 3 Review,8
PC,Strategy,The Guild 2: Venice Review,4
PC,Strategy,The Settlers: Rise of an Empire Gold Edition Review,6
PC,Strategy,Sid Meier's Civilization IV: Colonization Review,8
PC,Strategy,Multiwinia Review,7.5
PC,Strategy,Warhammer: Mark of Chaos - Battle March Review,6
PC,Strategy,Spore Review,8
PC,Strategy,Shattered Suns Review,4
PC,Strategy,1701 A.D. Gold Edition Review,7.5
PC,Strategy,Supreme Ruler 2020 Review,4.5
PC,Strategy,SimCity Societies: Destinations Review,7
PC,Strategy,Europa Universalis III: Napoleon's Ambition Review,7.5
PC,Strategy,Europa Universalis III: In Nomine Review,8.5
PC,Strategy,The Political Machine 2008 Review,7.5
PC,Strategy,Galactic Civilizations II: Twilight of the Arnor Review,9
PC,Strategy,Great War Nations: The Spartans Review,5.5
PC,Strategy,"Warhammer 40,000: Dawn of War: Soulstorm Review",6.5
PC,Strategy,Stranger Review,4
PC,Strategy,Sudden Strike 3: Arms for Victory Review,6.5
PC,Strategy,XIII Century: Death or Glory Review,7.5
PC,Strategy,Seven Kingdoms: Conquest Review,2
PC,Strategy,SunAge Review,2.5
PC,Strategy,Command & Conquer 3: Kane's Wrath Review,7.5
PC,Strategy,Imperium Romanum Review,3.5
PC,Strategy,Spaceforce: Captains Review,3.5
PC,Strategy,City Life 2008 Edition Review,5
PC,Strategy,Sins of a Solar Empire Review,9
PC,Strategy,Universe at War: Earth Assault Review,7.5
PC,Strategy,Fantasy Wars Review,7.5
PC,Strategy,SimCity Societies Review,6
PC,Strategy,Empire Earth III Review,3.5
PC,Strategy,Supreme Commander: Forged Alliance Review,8.5
PC,Strategy,Thrillville: Off the Rails Review,7.5
PC,Strategy,The History Channel: Great Battles of Rome Review,3.5
PC,Strategy,Age of Empires III: The Asian Dynasties Review,7.5
PC,Strategy,Heroes of Might and Magic V: Tribes of the East Review,5.5
PC,Strategy,The Settlers: Rise of an Empire Review,7
PC,Strategy,Company of Heroes: Opposing Fronts Review,8
PC,Strategy,Galactic Assault: Prisoner of Power Review,7
PC,Strategy,World in Conflict Review,9.5
PC,Strategy,Medieval II: Total War Kingdoms Review,8
PC,Strategy,ThreadSpace: Hyperbol Review,6.5
PC,Strategy,Combat Mission: Shock Force Review,4.5
PC,Strategy,The Guild 2: Pirates Of The High Seas Review,6
PC,Strategy,Civilization IV: Beyond the Sword Review,8.5
PC,Strategy,Hospital Tycoon Review,4
PC,Strategy,Defender of the Crown: Heroes Live Forever Review,2
PC,Strategy,Sword of the Stars: Born of Blood Review,7.5
PC,Strategy,UFO: Afterlight Review,6.5
PC,Strategy,Theatre of War Review,7.8
PC,Strategy,UFO: Extraterrestrials Review,5.2
PC,Strategy,Ancient Wars: Sparta Review,6.3
PC,Strategy,Great Invasions Review,5.8
PC,Strategy,Making History: The Calm and the Storm Review,6.8
PC,Strategy,Command & Conquer 3 Tiberium Wars Review,9
PC,Strategy,Frontline: Fields of Thunder Review,5.3
PC,Strategy,Genesis Rising: The Universal Crusade Review,5
PC,Strategy,War Front: Turning Point Review,7.5
PC,Strategy,Galactic Civilizations II: Dark Avatar Review,9.1
PC,Strategy,Supreme Commander Review,8.7
PC,Strategy,Maelstrom Review,4.2
PC,Strategy,Blitzkrieg 2: Fall of the Reich Review,4.4
PC,Strategy,Battlestations: Midway Review,7.9
PC,Strategy,Europa Universalis III Review,8.7
PC,Strategy,Victoria: Revolutions Review,5.3
PC,Strategy,Silent Heroes Review,5.2
PC,Strategy,Dominions 3: The Awakening Review,8.2
PC,Strategy,Heroes of Annihilated Empires Review,6
PC,Strategy,"The Lord of the Rings, The Battle for Middle-earth II, The Rise of the Witch-King Review",7.3
PC,Strategy,Brigade E5: New Jagged Union Review,3.5
PC,Strategy,Left Behind: Eternal Forces Review,3.4
PC,Strategy,Heroes of Might and Magic V: Hammers of Fate Review,6.4
PC,Strategy,Warhammer: Mark of Chaos Review,7.2
PC,Strategy,Birth of America Review,6.9
PC,Strategy,Medieval 2: Total War Review,8.8
PC,Strategy,Stronghold Legends Review,4.3
PC,Strategy,1701 A.D. Review,7.6
PC,Strategy,Space Empires V Review,6.6
PC,Strategy,ParaWorld Review,6.2
PC,Strategy,The Guild 2 Review,6.2
PC,Strategy,Star Wars: Empire at War: Forces of Corruption Review,8.1
PC,Strategy,Age of Empires III: The WarChiefs Review,7.8
PC,Strategy,Sid Meier's Railroads! Review,8.1
PC,Strategy,Pacific Storm Review,5.4
PC,Strategy,Alliance: Future Combat Review,2.3
PC,Strategy,"Warhammer 40,000: Dawn of War - Dark Crusade Review",8.8
PC,Strategy,Defcon: Everybody Dies Review,8.1
PC,Strategy,Caesar IV Review,7.7
PC,Strategy,Joint Task Force Review,6.5
PC,Strategy,Faces of War Review,6
PC,Strategy,First Battalion Review,6
PC,Strategy,Company of Heroes Review,9
PC,Strategy,Big Oil: Build an Oil Empire Review,3
PC,Strategy,Perimeter: Emperor's Testament Review,7.3
PC,Strategy,Sword of the Stars Review,7.4
PC,Strategy,Act of War: High Treason Review,8
PC,Strategy,CivCity: Rome Review,6.6
PC,Strategy,Civilization IV: Warlords Review,8.6
PC,Strategy,Moscow to Berlin: Red Siege Review,4.6
PC,Strategy,Cossacks II: Battle for Europe Review,6.9
PC,Strategy,Glory of the Roman Empire Review,5.6
PC,Strategy,Rome: Total War Alexander Review,8.5
PC,Strategy,Rise & Fall: Civilizations at War Review,6.6
PC,Strategy,The Movies: Stunts & Effects Review,7.7
PC,Strategy,Rush for Berlin Review,7.8
PC,Strategy,City Life Review,7.8
PC,Strategy,Emergency 3 Review,5.3
PC,Strategy,Desperados 2: Cooper's Revenge Review,6.1
PC,Strategy,Heroes of Might and Magic V Review,8.2
PC,Strategy,Rise of Nations: Rise of Legends Review,7.6
PC,Strategy,Take Command: 2nd Manassas Review,8.3
PC,Strategy,Black & White 2 - Battle of the Gods Review,7.2
PC,Strategy,Tycoon City New York Review,6.7
PC,Strategy,Hearts of Iron II: Doomsday Review,8
PC,Strategy,Full Spectrum Warrior: Ten Hammers Review,7.3
PC,Strategy,The Apprentice Review,3
PC,Strategy,Galactic Civilizations II: Dread Lords Review,9
PC,Strategy,"The Lord of the Rings, The Battle for Middle-earth II Review",8.3
PC,Strategy,Empire Earth II: The Art of Supremacy Review,5.4
PC,Strategy,Star Wars: Empire at War Review,8.7
PC,Strategy,Cuban Missile Crisis: The Aftermath Review,6.9
PC,Strategy,Hammer & Sickle Review,3.6
PC,Strategy,UFO: Aftershock Review,4
PC,Strategy,Legion Arena Review,6.9
PC,Strategy,Blitzkrieg 2 Review,7.8
PC,Strategy,Earth 2160 Review,7.3
PC,Strategy,The Movies Review,8.2
PC,Strategy,Tradewinds 2 Review,7.2
PC,Strategy,Pizza Frenzy Review,7.4
PC,Strategy,Oasis Review,8.5
PC,Strategy,Tin Soldiers: Alexander the Great Review,8.3
PC,Strategy,Shattered Union Review,7.9
PC,Strategy,Civilization IV Review,9.4
PC,Strategy,Worms 4: Mayhem Review,6.2
PC,Strategy,Age of Empires III Review,8.2
PC,Strategy,Rome: Total War Barbarian Invasion Review,8.2
PC,Strategy,Black & White 2 Review,8.2
PC,Strategy,"Warhammer 40,000: Dawn of War -- Winter Assault Review",8.3
PC,Strategy,Dragonshard Review,8.5
PC,Strategy,Squad Assault: Second Wave Review,7.1
PC,Strategy,Insaniquarium Deluxe Review,6.9
PC,Strategy,Darwinia Review,8.5
PC,Strategy,"Codename: Panzers, Phase Two Review",8.3
PC,Strategy,Will of Steel Review,4
PC,Strategy,Necromania: Traps of Darkness Review,3.7
PC,Strategy,RollerCoaster Tycoon 3: Soaked! Review,8.1
PC,Strategy,Knights of Honor Review,8
PC,Strategy,Supreme Ruler 2010 Review,7.6
PC,Strategy,Imperial Glory Review,6.7
